latitude,longitude,near_highway,near_mall,near_river,near_mountain
12.9725282,77.6512284,True,False,True,False
12.821203,77.6660463,True,False,True,False
12.9472552,77.7538267,True,False,True,False
12.9198212,77.6916244,True,False,True,False
13.0377061,77.6303636,True,False,True,False
12.972819,77.6172708,True,True,True,False
12.993425,77.7005156,True,False,True,False
12.9721432,77.5940073,True,True,True,False
12.9899098,77.7011259,True,False,True,False
12.9390255,77.6238477,True,True,True,False
12.8060574,77.7862873,True,False,True,False
13.0763895,77.6057269,True,False,True,False
13.0890496,77.5109895,True,False,True,False
13.0806375,77.6916126,False,False,True,False
12.8244922,77.6175213,False,False,True,False
12.9358666,77.7057343,True,False,True,False
12.939922,77.4913207,True,False,True,False
12.9844888,77.6467707,True,False,True,False
12.9706554,77.7115645,True,True,True,False
12.9763601,77.7102993,True,False,True,False
13.0173076,77.5917019,True,False,True,False
12.9388164,77.568326,True,False,True,False
12.964118,77.7130369,True,True,True,False
12.9612736,77.6152935,True,True,True,False
13.0011143,77.6123797,True,False,True,False
12.9117233,77.5707877,True,False,True,False
12.9458982,77.664893,True,False,True,False
13.0317246,77.570076,True,False,True,False
12.9719382,77.6148314,True,True,True,False
12.995932,77.5664598,True,True,True,False
12.9754968,77.6413605,True,False,True,False
12.9012176,77.5550809,True,False,True,True
12.9763044,77.614883,True,True,True,False
12.977372,77.6176665,True,True,True,False
12.9006508,77.569226,True,False,True,False
12.8454948,77.5831295,True,False,True,False
13.0424788,77.613342,True,False,True,False
12.955333,77.5238903,True,False,True,False
13.0288569,77.6157713,True,False,True,False
12.955703,77.5313329,True,False,True,False
12.9253851,77.5501586,True,False,True,True
13.0028324,77.5711904,True,True,True,False
12.9559212,77.5566879,True,False,True,False
13.0625424,77.4953754,True,False,True,False
12.9363569,77.554129,True,False,True,False
12.9366883,77.5488033,True,False,True,False
12.9685413,77.7558269,True,False,True,True
12.8172812,77.6695529,True,False,True,False
12.9258882,77.5270357,True,False,True,True
12.9744567,77.5842384,True,True,True,False
13.0400516,77.5573893,True,False,True,False
12.81114,77.6634021,False,False,True,False
12.8348726,77.666256,True,False,True,False
12.8921358,77.5720595,True,False,True,False
12.9173303,77.667161,True,False,True,False
12.9693761,77.6996751,True,True,True,False
12.9609115,77.5358407,True,False,True,False
12.9156177,77.6347321,True,True,True,False
12.8814296,77.6525387,True,False,True,False
12.933134,77.7043284,True,False,True,False
13.1177735,77.6261222,True,False,True,False
13.0353343,77.6094319,True,False,True,False
12.9125976,77.6639948,True,False,True,False
13.0014883,77.661624,True,False,True,False
12.9381829,77.6002563,True,True,True,False
13.079198,77.7136366,False,False,True,False
13.1679234,77.6372834,True,False,True,True
12.9776666,77.6364638,True,False,True,False
12.9763305,77.5258159,True,False,True,False
13.0228893,77.6309458,True,False,True,False
13.0441926,77.7566409,True,False,True,False
13.0574214,77.4728055,True,False,True,False
13.2458994,77.5526707,True,False,True,False
13.001385,77.6079476,True,False,True,False
12.91064,77.6238263,True,True,True,False
13.0004165,77.5803858,True,True,True,False
13.020102,77.7090994,True,False,True,False
13.0523616,77.4879154,True,False,True,False
13.0907444,77.4880563,True,False,True,False
13.0824543,77.4161472,True,False,True,False
12.9879478,77.5361198,True,False,True,False
12.9082413,77.6948847,True,False,True,False
12.9104062,77.5951099,True,False,True,False
12.9864077,77.7183756,True,False,True,False
12.9402212,77.7473001,True,False,True,False
